Department,College,Credits,Course,Program,CourseCode,Crosslist,CourseName,CourseDescription,Attributes
Asian Studies,Arts & Sciences,4,ASIA 119,ASIA,119,"GS 119, REL 119",The Podcast and the Lotus ,"Buddhism is increasingly a global phenomenon. Contemporary Buddhist teachers stay in touch with students via podcasts, WeChat, Twitter and Facebook. Buddhists from Singapore, Tibet, Japan, Mexico, Taiwan or Pennsylvania now meet via new technology. This class asks, how is Buddhism now a global religion? what effect has this had? How is Buddhism a ""modern"" religion? Students explore issues of conversion, modernity, globalization, new technology, migration and travel. Sources include autobiography, film, travel writing, political essays, interviews, social media, ethnography.","CC, HE, HU, W"
Asian Studies,Arts & Sciences,4,ASIA 145,ASIA,145,"GS 145, REL 145",Islam and the Modern World ,"Examines how numerous Muslim thinkers-religious scholars, modernists, and Islamists-have responded to the changes and challenges of the colonial and post-colonial eras. Special emphasis is placed on the public debates over Islamic authority and authenticity in contemporary South Asia.","CC, HE, HU, W"
Asian Studies,Arts & Sciences,4,ASIA 152,ASIA,152,"GS 152, MLL 152",Chinese Literature in the World ,"What place does Chinese literature occupy in the world? In this course we will read and discuss important works of modern Chinese fiction and drama alongside critical and theoretical writings on world literature. Student papers will integrate these discussions to reflect on questions such as center/periphery, national form, and canon formation. The course objectives are to introduce students to current debates on the topic of world literature and to resplendent modern Chinese short stories, novellas, and plays. Taught in English.","CC, HE, HU, W"
Asian Studies,Arts & Sciences,4,ASIA 163,ASIA,163,IR 163,U.S.-China Relations ,"Introduction and analysis of the historical context and key aspects of contemporary US-China relations: Cold War US containment, rapprochement and diplomatic normalization; American arms sale and the Taiwan controversy; conflict and cooperation in the Korean Peninsula; economic interdependence and frictions; human rights and security relations; Asian regional disputes. This is an advanced course on US-China relations. Students may not receive credit for both IR/ASIA 063 and IR/ASIA 163.","CC, SS"
Asian Studies,Arts & Sciences,4,ASIA 169,ASIA,169,REL 169,Enlightening Lives: Buddhist Auto/Biography in Asia and the US ,"How do Buddhists imagine a ""good life""? Buddhist biographies, autobiographies, poems, paintings, and films from Asia and the US reveal how Buddhists describe an ideal human life, addressing love, art, war, religious awakening.","CC, HE, HU, W"
Asian Studies,Arts & Sciences,4,ASIA 173,ASIA,173,"REL 173, WGSS 173","Sex, Celibacy and Sainthood: Buddhism and Gender ","This course explores themes of sexuality, celibacy, gender, and sainthood in East Asian religions. We will pay special attention to the experiences of religious women from many walks of life and time periods, from traditions including Buddhism, Daoism, and shamanism. Through film, poetry, autobiography, philosophical writing, visual art, and descriptions of visionary experience, students will encounter Buddhist and Daoist nuns, lay women, mothers, shamanic healers, oracles, activists, and royalty, from Tibet, Korea, Japan, China, and the U.S..","CC, HE, HU, W"
Asian Studies,Arts & Sciences,4,ASIA 186,ASIA,186,SOC 186,Understanding China through Films ,"We will use documentary and feature films to demonstrate how Chinese people experience and interpret social, political, economic and cultural changes. Through sociological interpretation of film, we will focus on education provision, migration, environmental concerns, gender relations, poverty, and changing cultural norms and values. We will explore how these social issues have been intensified with economic reform and how they intersect with major historical hierarchies in China.","CC, SS, SW"
Asian Studies,Arts & Sciences,4,ASIA 187,ASIA,187,"ANTH 187, GS 187",Contemporary Southeast Asia ,"Peoples and cultures of Burma, Laos, Cambodia, Thailand, Malaysia, Singapore, Indonesia, and the Philippines. World view, religion, economy, politics, and social organization.","CC, SS, SW"
Asian Studies,Arts & Sciences,1-4,ASIA 191,ASIA,191,,Special Topics ,"A topic, genre, or intensive, research-oriented study of a subject or issue in Asian Studies not covered in other courses.","AL, CC, HE, HU, SS, SW, W"
Asian Studies,Arts & Sciences,4,ASIA 201,ASIA,201,"GS 201, POLS 201",South Asian Politics ,"Examines the politics of countries in South Asia (India, Pakistan, Bangladesh, Sri Lanka, Nepal, Bhutan, and the Maldives). Some of the key themes are 1) the lasting legacy of colonialism, 2) ways in which ethnic and religious diversity is managed, 3) distinctiveness of political institutions like parliament and constitutions in South Asia, and 4) how politics, economics, and culture relate to one another. The focus of the course changes each year in order to reflect current developments and student interest.","CC, SS, SW"
Asian Studies,Arts & Sciences,4,ASIA 233,ASIA,233,"COGS 233, MLL 233",Multilingualism &amp; Cultural Identity: How Language Shapes Who We Are ,"Language, as a fundamental mode of communication, plays a crucial role in how individuals and communities form and express diverse identities, including cultural identities. This course introduces the concepts of cultural identity in multilingual settings. It focuses specifically on minority groups in the US such as Asian-American and beyond.","AL, CC, HU"
Asian Studies,Arts & Sciences,4,ASIA 247,ASIA,247,"GS 247, REL 247",Islamic Mysticism ,"Sufism, the inner or ‘mystical’ dimension of Islam, has deep historical roots and diverse expressions throughout the Muslim world. Students examine Sufi doctrine and ritual, the master-disciple relationship, and the tradition’s impact on art and music, poetry and prose.","CC, HE, HU, W"
Asian Studies,Arts & Sciences,4,ASIA 254,ASIA,254,"ETH 254, EVST 254, REL 254",Buddhism and Ecology ,"Buddhism’s intellectual, ethical, and spiritual resources are re-examined in light of contemporary environmental problems. Is Buddhism the most green of the major world religions? What are the moral implications of actions that affect the environment?","CC, HE, HU, W"
Asian Studies,Arts & Sciences,1-4,ASIA 291,ASIA,291,,Special Topics ,"A topic, genre, or intensive, research-oriented study of a subject or issue in Asian Studies not covered in other courses.","CC, HU, SS, W"
Asian Studies,Arts & Sciences,1-4,ASIA 361,ASIA,361,,Internship ,Internship in public or private agency involved in some aspect of Asian studies. Individual faculty mentor. Written report required. Program permission required.,"CC, HU, SS, W"
Asian Studies,Arts & Sciences,4,ASIA 364,ASIA,364,IR 364,Chinese Foreign Policy ,"Research-oriented seminar focusing on the sources of Chinese foreign policy preferences and goals, foreign policy decision-making processes, international implications of the rise of China, and the pressing regional and global issues that China is facing now and in the future. Students are strongly recommended to take at least one China/East Asia course before, or simultaneously with, IR364. Consent of department required.","CC, SS, W"
